,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168
613,<START>_START,``_pun,Cé_q,sin_dem,?_pun,''_pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
614,<START>_START,arsa_prep,Adhamh_prop,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615,<START>_START,Nó_conj,fiú_adv,an_det,cineál_noun,seo_dem,imirtis_vb.ord.syn,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616,<START>_START,Ní_neg,fheadar_noun,ar_prep,scríobhadh_vb.past.aut,an_det,Leabhar_prop,Breac_prop,sa_prep,bhreac-ghaeltacht_noun,?_pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
617,<START>_START,Cuimhaigh_vb.inf,",_pun",freisin_adj,",_pun",gur_cop,ionann_noun,le_prep,chéile_noun,an_det,dá_num,théarma_noun,``_pun,breac-ghaeltacht_noun,''_pun,agus_conj,``_pun,breac-ghalltacht_noun,''_pun,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
618,<START>_START,An_par,gcuireann_vb.pres,san_prep,iongantas_noun,ort_prep,?_pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619,<START>_START,Is_cop,buille_noun,maith_adj,é_obj,seo_dem,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620,<START>_START,Is_cop,iongantach_adj,í_obj,an_det,teanga_noun,so_dem,na_det,Gaedhilghe_prop,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621,<START>_START,Ba_cop,chuma_noun,liom_prep,sin_dem,dá_sconj,mbeadh_be.con,aistriú_noun,ceart_adj,Béarla_prop,air_prep,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
622,<START>_START,Acht_noun,``_pun,Post_eng,Office_eng,''_pun,abhí_be.past,ann_prep,i_prep,n-ionad_noun,``_pun,Pawst_eng,Ifice_eng,''_pun,",_pun",''_pun,Past_eng,Ofice_eng,",_pun",''_pun,``_pun,Pust_eng,Affice_eng,",_pun",''_pun,nó_conj,``_pun,Paste_eng,Effice_eng,''_pun,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623,<START>_START,Sin_dem,iad_obj,na_det,nithe_noun,is_cop,fearr_adj,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624,<START>_START,;_pun,madracht_noun,—_pun,doggerel_eng,;_pun,colleen_noun,ogue_adj,—_pun,a_rel,turrum-pogue_eng,)_pun,",_pun",ach_conj,mharódh_vb.con,mór-chuid_noun,na_det,rudaí_noun,san_prep,fhoclóir_noun,thú_obj,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625,<START>_START,Aistríonn_vb.pres,sé_sub,ainmneacha_noun,réaltóg_noun,scannán_noun,go_prep,Gaeilge_prop,;_pun,as_prep,dhá_num,cheann_noun,tríochad_num,díobhsan_prep,níl_be.pres,ach_conj,dhá_num,cheann_noun,(_pun,Clarke_prop,Gable_prop,—_pun,Cléireach_prop,na_prop,Binne_prop,;_pun,Eileen_prop,Porter_prop,—_pun,Eilín_prop,na_prop,Leanna_prop,)_pun,a_rel,bhfuil_be.pres,clisteacht_noun,dá_prep,laghad_noun,ag_prep,baint_vn,leo_prep,",_pun",féadaim_vb.pres.syn,a_rel,rá_vn,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
626,<START>_START,Níl_be.pres,an_det,luimneach_adj,is_cop,fearr_adj,aige_prep,ach_conj,lag-mheasartha_adj,",_pun",dar_prep,liom_prep,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627,<START>_START,Agus_conj,buachaill_noun,scoile_noun,a_rel,chuimhneodh_vb.con,ar_prep,a_pos,lán_noun,dá_prep,bhfaigheann_vb.pres,muid_sub,:_pun,``_pun,An_det,rud_noun,a_rel,gheibhtear_vb.pres.aut,go_par,bog_vb.ord.syn,",_pun",caithtear_vb.pres.aut,go_par,bog_vb.ord.syn,é_obj,''_pun,",_pun",mar_sconj,adubhairt_vb.past,an_det,mac-léighinn_noun,abhí_be.past,páirteach_adj,i_prep,gcogadhadhairt_noun,'sa_prep,dormatóir_noun,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
628,<START>_START,Timpeall_prep,an_det,ama_noun,ina_prep,raibh_be.sub,sé_sub,ag_prep,scríobh_vn,Gaeilge_prop,don_prep,Irish_prop,Times_prop,a_rel,thiontaigh_vb.past,Myles_prop,dráma_noun,de_prep,chuid_noun,Bhrinsley_prop,MacNamara_prop,go_prep,Gaeilge_prop,don_prep,Ghúm_prop,agus_conj,a_rel,scríobh_vb.past,sé_sub,An_prop,Béal_prop,Bocht_prop,",_pun",is_cop,dócha_adj,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
629,<START>_START,Ní_neg,mór_adj,ar_prep,scríobh_vb.past,sé_sub,den_prep,Ghaeilge_prop,ó_prep,1943_num,ar_prep,feadh_prep,mo_pos,'eolais_noun,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630,<START>_START,Tá_be.pres,an_det,Ghaeilge_prop,in_prep,An_prop,Béal_prop,Bocht_prop,maith_adj,go_par,leor_adj,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
631,<START>_START,An_det,chéad_adj,duine_noun,a_rel,thug_vb.past,domsa_prep,é_obj,le_prep,léamh_vn,",_pun",dúirt_vb.past,sé_sub,liom_prep,go_comp,raibh_be.sub,eolas_noun,chomh_adv,cruinn_adj,beacht_adj,sin_dem,ag_prep,Myles_prop,ar_prep,na_det,canúintí_noun,go_par,léir_adj,go_comp,raibh_be.sub,sé_sub,ábalta_adj,ar_prep,iad_obj,a_rel,chur_vn,in_prep,aghaidh_prep,a_par,chéile_noun,go_par,cliste_adj,agus_conj,gur_comp,chuir_vb.past,méad_noun,a_pos,eolais_noun,orthu_prep,na_det,heolaithe_noun,féin_adj,ina_prep,dtost_noun,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
632,<START>_START,Ach_conj,chun_prep,an_det,fhírinne_noun,a_rel,insint_vn,",_pun",níl_be.pres,fianaise_noun,ar_prep,bith_noun,in_prep,An_prop,Béal_prop,Bocht_prop,go_comp,bhféadfadh_vb.con,Myles_prop,aon_adv,chanúint_noun,a_rel,scríobh_vn,chomh_adv,beacht_adj,sin_dem,go_comp,gceapfaí_vb.con.aut,gur_cop,de_prep,bhunadh_vn,na_det,Gaeltachta_noun,é_obj,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,<START>_START,mar_sconj,tá_be.pres,fhios_noun,ag_prep,an-chuid_noun,daoine_noun,",_pun",cad_q,iad_obj,na_det,difríochtaí_noun,móra_adj,idir_prep,na_det,trí_num,phríomh-chanúint_noun,;_pun,is_cop,léir_adj,ar_prep,chuid_noun,dá_prep,cholúin_noun,Gaeilge_prop,ar_prep,an_det,Irish_prop,Times_prop,go_comp,raibh_be.sub,ciall_noun,réasúnta_adj,séimh_adj,aige_prep,do_prep,chanúint_noun,Uladh_prop,an_det,uair_noun,sin_dem,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
634,<START>_START,Ach_conj,ba_cop,'fhéidir_noun,gur_comp,san_prep,Ghaeilge_prop,atá_be.pres,ann_prep,a_rel,fhaigheann_vb.pres,muid_sub,an_det,laige_noun,is_adj,sonraithí_adj,in_prep,An_prop,Béal_prop,Bocht_prop,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
635,<START>_START,Thug_vb.past,an_det,t-údar_noun,faoi_prep,mhagadh_vn,a_rel,dhéanamh_vn,ar_prep,leabhair_noun,de_prep,chineál_noun,áirithe_adj,a_rel,bhí_be.past,á_prep,scríobh_vn,go_par,hiomadúil_adj,an_det,tráth_noun,sin_dem,ag_prep,peannairí_vn,sna_prep,Gaeltachtaí_prop,",_pun",agus_conj,cé_adv,nach_comp,bhfuil_be.pres,locht_noun,ar_prep,dheilbhíocht_noun,na_det,Gaeilge_prop,a_rel,scríobhann_vb.pres,sé_sub,",_pun",tá_be.pres,an_det,Ghaeilge_prop,rud_noun,beag_adj,ró-thanaí_adj,aige_prep,chun_prep,go_comp,mba_cop,ghléas_noun,ionsaithe_noun,lán-éifeachtach_adj,í_obj,ar_prep,scríbhneoirí_noun,a_rel,raibh_be.sub,an_det,teanga_noun,ar_prep,fheabhas_noun,acu_prep,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
636,<START>_START,``_pun,a_rel,parody_eng,on_eng,Gaelic_eng,autobiographies_eng,which_eng,is_eng,so_eng,neat_eng,that_eng,it_eng,is_eng,occasionally_eng,as_eng,dull_eng,as_eng,the_eng,originals_eng,''_pun,adúirt_vb.past,``_pun,Thomas_prop,Hogan_prop,''_prop,(_prop,Tomás_prop,Ó_prop,Caoilte_prop,",_pun",nach_comp,maireann_vb.pres,)_pun,in_prep,alt_noun,ar_prep,Mhyles_prop,a_rel,foilsíodh_vb.ord,ar_prep,The_prop,Bell_prop,",_pun",mí_noun,na_det,Samhna_prop,1946_num,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
637,<START>_START,Ar_prep,ndóigh_noun,",_pun",sin_dem,díreach_adj,mar_sconj,atá_be.pres,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
638,<START>_START,Iarracht_noun,fhiúntach_adj,é_obj,",_pun",agus_conj,má_sconj,bhí_be.past,Gaeilgeoirí_noun,san_prep,chaoi_noun,nach_comp,bhféadfadh_vb.con,siad_sub,gáire_noun,a_rel,dhéanamh_vn,fúthu_prep,féin_adj,nó_conj,faoina_prep,chéile_noun,a_par,thuilleadh_noun,an_det,t-am_noun,sin_dem,",_pun",bhí_be.past,gá_noun,lena_prep,leithéid_noun,",_pun",fosta_adv,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
639,<START>_START,ag_prep,déanamh_vn,comhghairdeachais_noun,leis_prep,an_det,Irish_prop,Times_prop,faoi_prep,thosú_vn,ar_prep,``_pun,Cruiskeen_prop,Lawn_prop,''_pun,a_rel,fhoilsiú_vn,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
640,<START>_START,Ar_prep,ndóigh_noun,",_pun",ba_cop,'fhéidir_noun,gurb_cop,é_obj,a_rel,déarfá_vb.con.syn,féin_adj,gur_cop,alt_noun,an-sollúnta_adj,é_obj,seo_dem,faoi_prep,fhear_noun,grinn_noun,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
641,<START>_START,freisin_adv,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642,<START>_START,Ach_conj,dearmad_noun,mór_adj,é_obj,a_rel,cheapadh_vb.pasthab,nach_cop,daoine_noun,sollúnta_adj,iad_obj,a_par,lán_adj,de_prep,na_det,fir_noun,ghrinn_noun,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
643,<START>_START,Creidim_vb.pres.syn,go_comp,bhfaighfeá_vb.con.syn,amach_adj,",_pun",dá_sconj,ndéanfá_vb.con.syn,taighde_noun,sa_prep,scéal_noun,",_pun",gur_cop,daoine_noun,sollúnta_adj,lucht_noun,na_det,n-aor_noun,i_prep,gcónaí_noun,beagnach_adj,",_pun",gur_cop,daoine_noun,iad_obj,nach_comp,mbíonn_be.hab,ag_prep,gáirí_noun,chomh_adv,tréan_adj,sin_dem,uilig_qual,in_prep,aon_adv,chor_noun,agus_conj,iad_obj,ag_prep,scríobh_vn,na_det,bpíosaí_noun,a_rel,chuireann_vb.pres,daoine_noun,eile_adj,ag_prep,gáirí_vn,nuair_sconj,a_rel,léann_vb.pres,siad_sub,iad_obj,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
644,<START>_START,Tá_be.pres,de_prep,bhuaidh_noun,ag_prep,lucht_noun,na_det,tábhachta_noun,nithe_noun,a_rel,chur_vn,le_prep,hais_noun,a_par,chéile_noun,agus_conj,áibhéil_noun,a_rel,déanamh_vn,orthu_prep,ar_prep,dhóigheanna_noun,a_rel,shoiléiríonn_vb.pres,cuid_noun,dá_prep,nádúr_noun,(_pun,agus_conj,",_pun",go_par,minic_adj,",_pun",cuid_noun,dá_prep,mínádúracht_noun,)_pun,nach_comp,bhfacthas_vb.past.aut,cheana_adj,agus_conj,a_rel,bhaineann_vb.pres,na_det,gáirí_vn,asainn_prep,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
645,<START>_START,Cúpla_noun,aoraí_noun,dár_prep,gcuid_noun,a_rel,bhfuil_be.pres,clú_noun,orthu_prep,a_rel,léirigh_vb.past,sin_dem,domsa_prep,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
646,<START>_START,Sular_prep,casadh_vb.ord,orm_prep,iad_obj,",_pun",thagadh_vb.pasthab,íontas_noun,orm_prep,go_comp,bhféadfadh_vb.con,siad_sub,iad_obj,féin_adj,a_rel,scaradh_vn,amach_adv,ina_prep,n-aigne_noun,ón_prep,ábhar_noun,ar_prep,a_rel,raibh_be.sub,siad_sub,ag_prep,trácht_vb.ord.syn,chomh_adv,héifeachtach_adj,sin_dem,'s_conj,go_comp,dtiocfadh_vb.con,leo_prep,cur_vn,síos_adv,air_prep,go_par,simplí_adj,agus_conj,go_par,greannmhar_adj,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
647,<START>_START,Ach_conj,nuair_sconj,a_rel,bhuail_vb.past,mé_sub,leo_prep,fuair_vb.past,mé_sub,amach_adv,gur_par,mhinic_adj,iadsan_obj,lom_adj,dáiríre_noun,faoi_prep,chúrsa_noun,nuair_sconj,a_rel,shílfeadh_vb.con,muidne_sub,nach_comp,raibh_be.sub,siad_sub,ach_conj,ag_prep,scríobh_vn,air_prep,le_prep,barr_noun,grinn_noun,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
648,<START>_START,Ach_conj,an_det,dochtúir_noun,maith_adj,",_pun",ní_neg,mór_adj,dó_prep,a_rel,bheith_vn,ag_prep,cur_vn,lena_prep,eolas_noun,ar_prep,na_det,rudaí_noun,is_adj,déanaí_adj,ar_prep,an_det,saol_noun,chomh_adv,fada_adj,is_sconj,a_rel,bhaineann_vb.pres,lena_prep,cheird_noun,féin_adj,i_prep,gcónaí_noun,",_pun",gcónaí_noun,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649,<START>_START,Má_sconj,thagann_vb.pres,meirg_noun,ar_prep,an_det,eolas_noun,a_rel,bhí_be.past,aige_prep,tráth_noun,",_pun",déanfaidh_vb.fut,sé_sub,rudaí_noun,místaidéartha_adj,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650,<START>_START,Deir_vb.pres,Myles_prop,rudaí_noun,spéisiúla_adj,faoin_prep,Ghaeilge_prop,fós_adv,ar_prep,uaire_noun,;_pun,agus_conj,mura_sconj,bhfuil_be.pres,i_prep,gceist_noun,ach_conj,tuarim_noun,",_pun",tá_be.pres,ceart_adj,chomh_adv,maith_adj,aigesean_prep,ar_prep,a_pos,thuairim_noun,féin_adj,'s_conj,atá_be.pres,ag_prep,duine_noun,ar_prep,bith_noun,eile_adj,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
651,<START>_START,Tá_be.pres,Myles_prop,ag_prep,caint_vn,ar_prep,Chúirt_prop,an_prop,Mheán_prop,Oíche_prop,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
652,<START>_START,Anois_adv,",_pun",de_prep,mo_pos,dhóighse_noun,",_pun",tá_be.pres,sin_dem,maith_adj,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
653,<START>_START,Ar_prep,an_det,taobh_noun,eile_adj,den_prep,scéal_noun,braitheann_vb.pres,breithiúnas_noun,ar_prep,an_det,tuiscint_vn,i_prep,gcónaí_noun,nach_cop,mór_adj,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654,<START>_START,Mothaímse_vb.pres.syn,gur_cop,minic_adj,a_pos,deir_vb.pres,Myles_prop,rudaí_noun,místuama_adj,i_prep,dtaobh_noun,na_det,Gaeilge_prop,anois_adv,ar_prep,chúis_noun,an-simplí_adj,—_pun,ar_prep,an_det,ábhar_noun,nach_comp,bhfuil_be.pres,ach_conj,tuiscint_vn,fhabhtach_adj,aige_prep,ar_prep,an_det,Ghaeilge_prop,mar_prep,rud_noun,beo_adj,anois_adv,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655,<START>_START,Ar_prep,ndóigh_noun,",_pun",is_cop,scéal_noun,eile_adj,ar_prep,fad_noun,é_obj,nuair_sconj,nach_cop,tuairimí_noun,amháin_adv,atá_be.pres,i_prep,ceist_noun,ach_conj,fíorais_noun,chomh_adv,maith_adj,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
