,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96
72,<START>,Tacaím,féin,go,mór,le,hAcht,na,dTeangacha,Oifigiúla,maidir,le,seirbhísí,Gaeilge,",",comharthaíocht,",",foirmeacha,is,eile,;,ach,maidir,le,formhór,na,dtuarascálacha,",",creidim,go,mb'fhearr,go,mór,achoimre,dhá,leathanach,a,sholáthar,seachas,cáipéisí,tura,nach,léitear,in,aon,teanga,.,<END>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,<START>,Is,féidir,a,rá,anois,agus,an,glór,agus,an,raic,laghdaithe,agus,an,pósadh,ceangailte,idir,Fine,Gael,agus,an,Lucht,Oibre,gur,Dáil,stairiúil,is,ea,an,31ú,Dáil,.,<END>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,<START>,Ag,seasamh,le,Fine,Gael,sa,rialtas,tá,an,Lucht,Oibre,atá,ag,baint,taitnimh,as,an,teideal,mar,an,dara,páirtí,is,mó,sa,Dáil,den,chéad,uair,i,stair,an,pháirtí,",",agus,Eamon,Gilmore,ina,Thánaiste,.,<END>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,<START>,Tá,seans,maith,ag,Sinn,Féin,forbairt,ach,caithfear,ardán,a,tabhairt,don,ghlúin,nua,",",daoine,ar,nós,Pearse,Doherty,",",chun,próifíl,an,pháirtí,a,leathnú,.,<END>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,<START>,Tá,an,páirtí,ag,tógaint,a,gcuid,ama,chun,machnamh,a,dhéanamh,ar,a,bhfuil,i,ndán,dóibh,",",go,háirithe,agus,John,Gormley,tar,éis,éirí,as,mar,cheannaire,an,pháirtí,.,<END>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,<START>,Os,a,choinne,sin,tá,duine,ar,nós,Shane,Ross,",",iarsheanadóir,atá,ar,an,taobh,deas,den,bpolaitíocht,ach,iad,ag,obair,le,chéile,mar,sin,féin,mar,ghrúpa,teicniúil,chun,cearta,labhartha,a,bheith,acu,sa,Dáil,.,<END>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,<START>,Ach,chaithfí,reifreann,a,bheith,ann,chun,an,cheist,sin,a,réiteach,.,<END>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,<START>,Ba,'fhearr,iarracht,a,dhéanamh,leasú,a,chur,i,bhfeidhm,ar,an,Seanad,seachas,é,a,scriosadh,ar,fad,.,<END>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,<START>,Moladh,eile,atá,i,bplean,an,rialtais,is,ea,comhdháil,bhunreachta,a,bhunú,chun,athbhreithniú,a,dhéanamh,ar,an,gcóras,toghchánaíochta,taobh,istigh,de,dhá,mhí,dhéag,",",agus,an,aois,vótála,a,laghdú,",",ba,'fhéidir,.,<END>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,<START>,Sa,rialtas,féin,níl,ach,dhá,phost,ag,mná,sa,chomhaireacht,",",agus,is,aireachtaí,tradisiúnta,atá,i,gceist,.,<END>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,<START>,Ceapadh,go,mbeadh,aireacht,ag,Burton,sa,Roinn,Airgeadais,ach,is,fear,atá,cáilithe,mar,mhúinteoir,scoile,",",Brendan,Howlin,",",a,fuair,an,post,agus,cuireadh,Burton,isteach,sa,Roinn,Coimirce,Sóisialaí,.,<END>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,<START>,Is,é,an,meon,intinne,an,fhadhb,is,mó,atá,le,réiteach,agus,caithfear,deireadh,a,chur,le,club,na,mbuachaillí,san,Oireachtas,;,ach,tógfaidh,sé,sin,am,.,<END>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,<START>,Ba,cheart,iarracht,a,dhéanamh,an,chumhacht,a,thógaint,ón,mbainisteoir,cathrach,/,contae,agus,seans,a,thabhairt,do,shaoránaigh,na,tíre,seo,méaraí,a,thoghadh,a,bheadh,freagrach,.,<END>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,<START>,An,mbeidh,seans,ag,páirtithe,nua,teacht,chun,cinn,ina,mbeidh,daoine,nua,a,mbeidh,smaointe,úra,acu,?,<END>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,<START>,Níos,measa,ná,sin,ní,fheicim,aon,fhoilsitheoir,nua,bríomhar,ag,teacht,chun,cinn,a,thabharfadh,úire,bhreise,isteach,i,saol,na,foilsitheoireachta,Gaeilge,.,<END>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,<START>,Ba,'fhéidir,gur,mar,seo,atá,i,ndán,do,'earnáil,na,foilsitheoireachta,feasta,:,foilsitheoirí,beaga,",",páirtaimseartha,den,chuid,is,mó,",",dírithe,ar,ghné,amháin,nó,dhó,den,fhoilsitheoireacht,.,<END>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,<START>,Ach,ní,shin,an,chuid,is,measa,ná,is,deacra,ar,chor,ar,bith,ach,an,crá,croí,leanúnach,a,bhaineann,leis,an,bhfoilsitheoireacht,ó,thaobh,riaracháin,de,",",go,háirithe,ó,leagadh,cúram,Bhord,na,Leabhar,Gaeilge,ar,Fhoras,na,Gaeilge,sa,mbliain,2007,.,<END>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,<START>,Caithim,am,luachmhar,ag,líonadh,ceistneoirí,",",srl,.,',<END>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,<START>,Anois,ní,raibh,Bord,na,Leabhar,Gaeilge,gan,locht,",",agus,lochtaí,go,leor,",",ach,ar,a,laghad,thuig,siad,dhá,rud,:,ealaín,agus,gnó,na,foilsitheoireachta,.,<END>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,<START>,Níor,theastaigh,na,foilsitheoirí,.,<END>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,<START>,An,fhadhb,is,mó,atá,leis,an,bhForas,",",ba,'fhéidir,gur,le,structúr,an,Fhorais,féin,a,bhaineann,.,<END>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,<START>,Bhí,mise,nó,aon,fhoilsitheoir,eile,in,ann,an,gúthan,a,ardú,",",glaoch,ar,Stiúrthóir,an,Bhoird,agus,95,%,den,am,bhí,mé,in,ann,freagra,díreach,a,fháil,ar,iompú,boise,.,<END>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,<START>,Beidh,orthu,siúd,",",i,ngach,cás,beagnach,",",an,cheist,a,chur,go,Cearnóg,Mhuirfean,i,mBaile,Átha,Cliath,chuig,feidhmeannach,de,chuid,an,Fhorais,.,<END>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,<START>,Tá,seans,go,bhfuil,daoine,breátha,ar,an,gcoiste,sin,ach,nach,fios,dúinn,cé,hiad,féin,",",ar,nós,na,leannán,sna,hamhráin,ghrá,fadó,-,nach,ceadmhach,a,n-ainm,a,lua,:,riail,eile,a,bhaineann,le,coistí,dá,leithéid,a,bhíonn,ag,feidhmiú,do,'Fhoras,na,Gaeilge,.,<END>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,<START>,Tá,tuilleadh,anonn,is,anall,i,gceist,mar,bharr,ar,an,mí-ádh,.,<END>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,<START>,Bí,ag,caint,ar,mhearbhall,intinne,",",ar,thinneas,cinn,",",is,ar,cheangal,na,gcúig,gcaol,.,<END>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,<START>,Tá,a,fhios,agam,ó,bheith,ag,déileáil,le,daoine,eile,i,saol,na,Gaeilge,ar,saineolaithe,cuid,acu,agus,a,raibh,orthu,plé,le,Foras,na,Gaeilge,go,bhfuil,a,spiorad,siúd,plúchta,freisin,agus,go,bhfuil,siad,ag,iompó,a,gcúl,le,saol,na,Gaeilge,dá,bharr,.,<END>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,<START>,Gné,thábhachtach,de,shaol,an,fhoilsitheora,é,gné,an,ghnó,agus,tuigeann,an,tÚdarás,cursaí,gnó,i,bhfad,níos,fearr,.,<END>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,<START>,Agus,bhí,fadhbanna,nach,beag,ag,cuid,de,na,hirisí,Gaeilge,le,blianta,beaga,anuas,freisin,",",Comhar,go,háirithe,.,<END>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,<START>,Go,deimhin,ba,chuma,linn,muna,bhfoilseofaí,i,mBéarla,go,leor,acu,.,<END>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,<START>,Nó,na,haistriúcháin,a,rinne,mé,féin,de,dhrámaí,Mhartin,McDonagh,a,ndúirt,Declan,Kibert,faoi,cheann,acu,-,Banríon,Álainn,an,Líonáin,-,The,Beauty,Queen,of,Leenane,:,'In,terms,of,language,",",Ó,Conghaile,'s,version,works,brilliantly,",",',agus,deireann,sé,go,dtugann,an,t-aistriúchán,'added,value,',don,dráma,agus,freisin,.,<END>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,<START>,Is,saibhriú,breise,ar,litríocht,agus,ar,léitheoireacht,na,Gaeilge,a,leithéid,agus,saibhriú,ar,ár,n-oidhreacht,chomh,maith,le,bheith,ina,lón,luachmhar,léitheoireachta,agus,i,gcás,na,ndrámaí,",",ina,bhfoinse,shaibhir,chomhaimseartha,drámaíochta,",",rud,a,bhfuil,géarghá,leis,ag,compántais,agus,ag,amharclanna,ar,fud,na,tíre,.,<END>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,<START>,Ach,ní,bheidh,deis,agaibhse,leagan,Gaeilge,den,leabhar,seo,a,léamh,",",is,cosúil,",",mar,nach,gceadaíonn,Foras,na,Gaeilge,faoina,gcuid,rialacha,nuachumtha,aineolacha,féin,",",deontas,a,cheadú,do,'fhoilseachán,dá,leithéid,mar,gur,aistriúchán,ón,mBéarla,a,bheadh,ann,.,<END>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,<START>,Ní,thuigim,cén,fáth,mar,ní,bheadh,i,gceist,ach,leabhar,nó,dhó,nó,tri,sa,mbliain,as,timpeall,céad,leabhar,ar,fad,.,<END>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,<START>,An,rud,is,deise,ar,fad,faoi,bheith,ag,déileáil,leis,an,gComhairle,Ealaíon,ná,go,bhfuil,sé,chomh,héasca,sin,déileáil,leo,.,<END>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,<START>,Measann,siad,ár,gcuid,oibre,ar,an,táirge,a,chuireann,muid,ar,fáil,is,tá,lánmhuinín,acu,asainn,.,<END>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,<START>,Ba,'fhéidir,go,gceapfá,gur,mór,an,méid,é,.,.,Ach,tá,costas,clódóireachta,agus,táirgíochta,an-ard,freisin,.,<END>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,<START>,Ní,bheadh,muid,in,ann,fanacht,i,mbun,gnó,mura,dtabharfadh,.,<END>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,<START>,Le,fírinne,",",cuireann,sé,iontas,orm,féin,scaití,go,n-éiríonn,linn,a,leithéid,a,dhéanamh,",",ach,n-éiríonn,linn,tri,obair,chrua,",",mhargaíocht,leanúnach,",",shladmhargaí,agus,tri,dhul,amach,i,measc,an,phobail,ag,ócáidí,",",taispeántais,agus,mar,sin,de,.,<END>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,<START>,Tá,fostaí,eile,ag,plé,le,margaíocht,",",seoltaí,agus,poiblíocht,ar,na,foilseacháin,is,deireanaí,agus,bainisteoir,ginearálta,ag,plé,le,clódóirí,",",táirgíocht,",",riarachán,agus,obair,ghinearálta,an,chomhlachta,.,<END>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,<START>,Ach,tá,muide,tar,éis,léim,mhaith,a,thabhairt,thar,an,aois,sin,anois,.,<END>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,<START>,Leis,an,onóir,mhór,seo,áfach,tagann,dualgas,dá,réir,agus,is,faoinár,gcúram,anois,atá,saothar,triúr,mórscríbhneoirí,Gaeilge,na,haoise,seo,caite,-,Ó,Cadhain,",",Ó,Ríordáin,agus,Ó,Direáin,",",i,measc,an,iliomad,leabhar,luachmhar,eile,.,<END>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,<START>,Is,mise,Stoc,na,Cille,.,<END>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,<START>,Níl,aon,chúthaileacht,ag,baint,leis,an,ráiteas,úd,.,<END>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,<START>,Caithfear,éisteacht,",",...,',sa,bhliain,1981,",",tríocha,bliain,ó,shin,:,Is,cosúil,ó,na,léirmheasanna,a,scríobhadh,go,dtí,seo,ar,Cré,na,Cille,nár,éist,formhór,na,léirmheastóirí,ar,chor,ar,bith,le,teachtaireacht,Stoc,na,Cille,.,<END>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,<START>,Is,minic,a,deirtear,nach,bhfuil,in,óráidí,an,Stoic,ach,bladar,agus,caint,san,aer,–,'Rí,an,Fhocail,',féin,ag,spraoi,le,friotal,ar,mhaithe,le,focail,a,mhúnlú,chun,féidearthacht,agus,solúbthacht,na,teanga,a,léiriú,.,<END>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,<START>,Mar,a,léirigh,sé,ina,alt,Páipéir,Bhána,agus,Páipéir,Bhreaca,:,'caithfe,tú,a,bheith,ag,síordhéanamh,roghaine,",",rudaí,áirid,a,ligean,isteach,agus,rudaí,a,choinneáil,amach,.,',<END>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,<START>,Tá,ráitis,an,Stoic,breac,le,hathrá,-,rud,atá,go,smior,sa,liodán,agus,i,bpaidreacha,na,hEaglaise,Caitlicí,.,<END>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,<START>,Caithfear,éisteacht,.,<END>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,<START>,Ba,mé,glór,plúchta,an,chéad,toirchis,faoin,gcéad,bhroinn,.,<END>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,<START>,Is,mé,buanaí,",",cruachadóir,agus,súisteoir,an,Ama,.,<END>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,<START>,Léiríonn,Róisín,Ni,Ghairbhí,ina,halt,',I,dTosach,do,bhí,an,Briathar,',gur,fhág,an,Cadhnach,eochair,don,léitheoir,agus,é,ag,iarraidh,teacht,ar,fheidhm,an,Stoic,in,Cré,na,Cille,.,<END>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,<START>,Is,tríd,an,magadh,sin,a,léiríonn,sé,dúinn,go,bhfuil,teachtaireacht,Chríost,ceilte,i,gcaint,áiféiseaeh,ornáideach,na,hEaglaise,Caitlicí,agus,nach,bhfuil,pobal,Dé,in,ann,an,teachtaireacht,sin,a,chloisteáil,i,gceart,.,<END>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,<START>,Ar,ndóigh,tá,an-cheangal,ag,an,uimhir,tri,le,saol,draíochtach,osnádúrtha,an,bhéaloidis,agus,mar,a,dúirt,an,Cadhnach,féin,bhí,taithí,mhaith,aige,ar,theicnicí,reacaireachta,an,bhéaloidis,:,'Ba,'as,saol,an,bhéaloidis,",",saol,nach,raibh,mórán,athrú,air,le,míle,bliain,anuas,a,fáisceadh,mé,.,.,',<END>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,<START>,Nascann,Stoc,na,Cille,an,domhan,saolta,os,cionn,talún,le,domhan,osnádúrtha,na,cille,tri,Chaitríona,agus,na,corpáin,eile,a,chothú,le,himní,",",le,buairt,agus,le,spéis,i,mianta,suaracha,an,tsaoil,bheo,.,<END>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,<START>,(,Liomsa,an,bhéim,),Tá,an,Stoc,sa,lár,idir,na,beo,agus,na,mairbh,-,is,fórsa,é,a,fháisceann,le,chéile,iad,den,chuid,is,mó,.,<END>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,<START>,Níl,sa,mhéid,seo,a,leanas,ach,dornán,de,theidil,na,ndánta,sin,;,'Éistidh,sealad,go,neósad,sgeul,daoibh,',",",'Eisd,rem,éagnach,a,fhir,ghráidho,',",",'Eist,!,<END>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,<START>,I,measc,na,ndánta,atá,luaite,in,Clár,litridheacht,na,nua-Ghaedhilge,II,:,Filidheacht,i,dTréimhseacháin,1850-1936,seasann,dán,le,Seághan,Clárach,Mac,Domhnaill,dar,teideal,'Éistidh,lem,',ghlórthaibh,",",a,mhóir-shliocht,Mhíleisis,',amach,go,mór,agus,muid,ag,plé,stíl,agus,réim,teanga,Stoc,na,Cille,.,<END>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,<START>,Tá,roinnt,mhaith,de,chomharthaí,sóirt,chaint,an,Stoic,le,sonrú,sa,dán,seo,.,<END>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,<START>,Ní,mór,dúinn,cuimhneamh,ar,na,léitheoirí,a,léigh,Cré,nа,Cille,den,chéad,uair,nuair,a,foilsíodh,i,dtosach,é,.,.,Bheadh,macalla,fochoinsiasach,na,ndánta,sin,le,cloisteáil,agus,iad,ag,léamh,na,n-óráidí,sin,-,amhail,is,gur,ag,caint,ón,uaigh,",",ón,saol,eile,atá,an,Stoc,",",ar,bhealach,.,<END>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,<START>,Deir,Nic,Eoin,gurb,í,'Caitríona,an,t-aon,duine,a,ligeann,do,chúrsaí,an,tsaoil,cur,isteach,go,hiomlán,uirthi,agus,í,sa,chill,',ach,nach,bhfuil,an,Máistir,Scoile,chomh,cráite,céanna,ag,scéalta,faoina,bhean,chéile,?,<END>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,<START>,Seasann,an,Stoc,don,olcas,agus,don,aimhleas,in,úrscéal,a,leagann,béim,ar,Chríostaithe,atá,tar,éis,dearmad,a,dhéanamh,ar,an,teagasc,Críostaí,.,<END>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,<START>,Ba,Chríostaí,í,go,poiblí,ach,níor,chleacht,sí,focal,Dé,i,gceart,riamh,agus,í,ag,iarraidh,bob,a,bhualadh,i,gcónaí,ar,a,deirfiúr,Neil,.,<END>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,<START>,Is,é,an,Stoc,",",áfach,",",a,fhógraíonn,an,claochlú,i,bpearsantacht,Chaitríona,Pháidín,.,<END>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,<START>,Nochtadh,leacht,chuimhneacháin,ansin,ar,bhalla,na,seanscoile,",",mar,chomhartha,ómóis,don,ghluaiseacht,.,<END>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,<START>,Ag,deireadh,an,leabhair,is,ag,Caitríona,atá,an,focal,deireanach,",",maith,go,leor,",",ach,is,bean,iomlán,eile,í,a,labhraíonn,san,eadarlúid,dheireanach,seo,-,bean,chaite,",",thuirseach,nach,bhfuil,aon,mhailís,fágtha,inti,a,thuilleadh,:,-,....,Ní,de,ghlaschloch,an,Oileáin,do,chros-sa,ná,mo,chros-sa,.,<END>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,<START>,An,dtuigeann,sí,nach,bhfuil,fiúntas,ar,bith,lena,cuid,cnáimhseála,ná,lena,cuid,geonaíola,?,<END>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,<START>,Buailtear,an,bob,seo,uirthi,agus,níl,sí,in,ann,an,locht,a,chur,ar,Neil,a,thuilleadh,-,tuigeann,sí,anois,go,bhfuil,rotha,mór,an,tsaoil,níos,cumhachtaí,ná,i,féin,.,<END>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,<START>,Bíonn,sí,gafa,le,ceisteanna,maidir,le,cé,hí,féin,.,<END>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,<START>,Nuair,a,deir,Nora,Sheáinín,go,bhfuil,Caitríona,'ansin,gan,chros,gan,chomharthaíocht,mar,litir,a,phostálfaí,gan,aon,seoladho,',leagann,sí,a,méar,ar,an,bhfadhb,is,mó,atá,ag,Caitríona,agus,í,sa,chill,.,<END>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,<START>,Déarfainn,go,dtuigeann,si,gur,ualach,atá,sa,chros,-,ualach,an,tsaoil,agus,an,phobail,.,<END>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,<START>,Is,é,sin,an,rud,is,suntasaí,faoi,dheireadh,an,leabhair,ná,an,tost,.,<END>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,<START>,Chomhrá,nó,Caint,ar,Lár,',ach,",",an,bhfuil,aon,mhíniú,ar,na,tri,lánstad,sin,?,<END>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,<START>,Tá,troid,an,tsaoil,thart,.,<END>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,<START>,Tá,an,gealas,mar,chomhartha,den,suaimhneas,atá,tagtha,ar,deireadh,do,Chaitríona,agus,don,Stoc,araon,agus,mar,a,dúirt,Hamlet,:,The,rest,is,silence,.,<END>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,<START>,Tar,éis,an,olltoghcháin,is,deireanaí,bhí,daoine,áirithe,ag,cur,na,ceiste,.,<END>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
