,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89
57,<START>_START,Fiche_noun,bhliain_noun,ó_prep,shin_dem,",_pun",freisin_adv,",_pun",dheineadh_prep,na_det,heagarthóirí_noun,gearán_noun,ó_prep,am_noun,go_comp,chéile_noun,le_prep,fógróirí_noun,mar_conj,gheall_noun,ar_rel,théacs_noun,na_det,fógraíochta_noun,—_pun,go_comp,raibh_vb.sub,sé_sub,bréagach_adj,nó_conj,áibheileach_noun,—_pun,nó_conj,minósmhar_det,nó_conj,",_pun",fiú_adv,",_pun",mímhorálach_END,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,<START>_START,Is_cop,minic_adj,",_pun",freisin_adv,le_prep,blianta_noun,beaga_adj,",_pun",a_voc,chuala_vb.past,mé_sub,cinnirí_noun,na_det,bpáipéar_noun,ag_prep,lorg_vn,pictiúirí_prep,collaíocha_noun,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,<START>_START,Ar_prep,dhúirtsé_noun,dáirtse_pun,is_cop,mó_qual,atá_vb.pres,na_det,príomhaltanna_noun,sin_dem,bunaithe_adj,—_pun,dúirt-bean-liom-go-ndúirt-bean-léi_prep,na_det,nuachtán_noun,Sasanach_adj,nó_conj,",_pun",corruair_noun,",_pun",na_det,nuachtán_noun,Meiriceánach_prop,",_pun",mar_conj,is_cop,annamh_adv,a_pos,",_pun",bhíonn_vb.preshab,Gaeilge_prop,",_pun",fiú_adv,",_pun",ag_prep,na_noun,``_pun,saineolaithe_noun,''_pun,seo_dem,",_pun",gan_prep,trácht_vb.ord.syn,faoi_prep,Fhraincis_prop,nó_conj,Gearmáinis_prop,nó_conj,eile_adj,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,<START>_START,Tá_vb.pres,ciníochas_sub,sna_prep,nuachtáin_noun,",_pun",freisin_adv,",_pun",ach_conj,i_prep,mbréagriocht_prop,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,<START>_START,Ach_conj,tá_vb.pres,paróisteachas_noun,eile_adj,ann_prep,",_pun",freisin_adv,",_pun",a_voc,dhéanann_vb.pres,dochar_noun,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,<START>_START,Má_sconj,dhéantar_vb.sub.aut,anailís_sub,orthu_prep,",_pun",mar_sconj,sin_dem,féin_adj,",_pun",is_cop,soiléir_adj,gur_comp,tábhachtaí_noun,i_prep,bhfad_noun,an_det,phríomhchathair_noun,dóibh_prep,ná_conj,an_det,náisiún_noun,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,<START>_START,Is_cop,fíor_adj,go_comp,bhfuil_vb.pres,``_pun,leathanach_noun,an_det,Domhain_prop,''_pun,(_pun,!_pun,)_pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,<START>_START,Cuireann_vb.pres,ré_noun,na_det,teilifíse_noun,líne_noun,dhearg_noun,faoin_prep,easba_det,sin_dem,sna_prep,páipéir_noun,náisiúnta_adj,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,<START>_START,na_det,nuachtáin_noun,maidne_noun,de_prep,chuid_noun,Bhaile_prop,Átha_prop,Cliath_prop,ach_conj,``_pun,páipéir_noun,chúigeacha_prep,''_prop,;_pun,agus_conj,",_pun",aisteach_prop,go_par,leor_adj,(_pun,ar_rel,bhealach_noun,)_pun,",_pun",tá_vb.pres,stiúrthóirí_noun,na_det,nuachtán_noun,Éireannach_adj,sásta_adj,glacadh_vn,le_prep,seo_dem,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,<START>_START,Má_sconj,bhíonn_vb.preshab,cúrsaí_noun,chomh_adv,dona_adj,",_pun",a_voc,deir_vb.pres,tú_sub,",_pun",cén_q,fáth_q,gur_comp,chaith_vb.past,mise_sub,an_det,chuid_noun,is_cop,mó_adj,dem_prep,shaol_noun,ag_prep,obair_vn,do_prep,na_det,nuachtáin_noun,chéanna_adj,?_pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,<START>_START,Ní_neg,chóir_noun,bheith_vn,ag_prep,ceapadh_vn,",_pun",ach_conj,oiread_noun,",_pun",gur_comp,daoine_noun,gan_prep,oideachas_noun,",_pun",gan_prep,scrupall_noun,móramh_noun,na_det,n-iriseoirí_noun,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,<START>_START,dara_adj,nó_conj,sa_prep,tríú_adj,háit_noun,",_pun",atá_vb.pres,",_pun",sí_sub,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,<START>_START,Nuair_sconj,ba_cop,shoiléir_noun,nach_comp,nglacfaí_vb.con.aut,leis_prep,an_det,rún_noun,",_pun",moladh_vb.ord,leas-rún_noun,",_pun",go_cop,gcuirfí_vb.con.aut,coimisiún_noun,ar_rel,bun_noun,a_rel,scrúdódh_vn,polasaí_noun,na_par,Gluaiseachta_prop,agus_noun,a_voc,chuirfeadh_vb.con,moltaí_vb.pasthab.aut,os_prep,comhair_adj,na_par,chéad_adj,Ardfheis_prop,eile_adj,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,<START>_START,Rún_cop,eile_adj,a_pos,mhol_vb.past,go_cop,gcuirfí_vb.con.aut,feachtas_noun,mór_adj,agóide_noun,ar_rel,bun_noun,agus_conj,go_comp,dtroidfí_noun,toghcháin_noun,ar_prep,an_det,mbonn_noun,go_comp,nglacfaí_vb.con.aut,le_prep,suíocháin_noun,sna_prep,trí_num,parlaimintí_noun,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,<START>_START,Diúltaíonn_vb.pres,Poblachtaigh_prop,glacadh_vn,le_prep,rialú_vn,Shasana_prop,sa_prep,tír_noun,seo_dem,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,<START>_START,Na_det,páirtithe_noun,go_par,léir_adj,a_pos,ghéill_vb.past,don_prep,chóras_noun,seo_dem,do_prep,'fhonn_noun,deireadh_vb.pasthab,a_rel,chur_vn,leis_prep,ón_prep,taobh_noun,istigh_adv,",_pun",ghlac_vb.past,siad_sub,leis_prep,de_prep,réir_prep,a_pos,chéile_noun,agus_conj,theip_vb.past,glan_adj,orthu_prep,Phoblacht_prop,a_rel,chur_vn,i_prep,réim_noun,arís_adv,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,<START>_START,Dúradh_vb.past.aut,i_prep,gcónaí_noun,gur_comp,saoirse_noun,eacnamaíochta_noun,",_pun",sóisialta_adj,agus_conj,cultúrtha_adj,a_pos,bhí_vb.past,i_prep,gceist_noun,agus_conj,ní_neg,amháin_num,saoirse_noun,pholaitiúil_adj,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,<START>_START,Tá_vb.pres,sé_sub,i_prep,gceist_noun,againn_prep,an_det,structúr_noun,seo_dem,a_rel,thógáil_vn,neamhspleách_adj,ar_prep,an_det,gcóras_noun,atá_vb.pres,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,<START>_START,In_prep,ár_pos,dtír_noun,féin_adj,tá_vb.pres,a_pos,lán_noun,déanta_adj,chun_prep,bonn_noun,a_voc,bhaint_vn,ón_prep,status_noun,quo_for,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,<START>_START,An_det,méid_noun,a_voc,baineadh_vb.ord,amach_adv,sa_prep,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,<START>_START,Mhínigh_vb.past,Seán_prop,O_prep,Coistealbha_prop,",_pun",Taoiseach_prop,",_pun",an_det,fhadhb_noun,i_prep,mí_noun,Dheireadh_prop,Fómhair_prop,1954_num,nuair_sconj,a_pos,dúirt_vb.past,sé_sub,go_comp,raibh_vb.sub,``_pun,legal_END,and_eng,constitutional_eng,difficulties_eng,''_pun,ann_prep,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,<START>_START,agus_conj,an_det,fuinneamh_noun,go_par,léir_adj,a_eng,neartú_vn,le_prep,chéile_noun,i_prep,dtógáil_noun,structúir_prep,stáit_noun,don_prep,tír_noun,uilig_adj,",_pun",Parlaimint_prop,don_prep,32_num,Chontae_prop,",_pun",in_prep,ainneoin_noun,chórais_noun,Shasana_prop,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,<START>_START,Glacaimidne_vb.pres,leis_prep,an_det,gConghaileach_prop,ach_conj,daonlathas_noun,atá_vb.pres,",_pun",uainn_prep,",_pun",ní_neg,deachtóireacht_noun,ollsmachtach_noun,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,<START>_START,2_num,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,<START>_START,Ba_cop,'fhearr_noun,linne_prep,rialú_vn,díreach_adj,ó_prep,Westminster_prop,mar_conj,bheart_noun,sealadach_adj,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,<START>_START,4_num,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,<START>_START,In_prep,áit_noun,na_det,macántachta_noun,agus_conj,an_det,ionracais_noun,bhí_vb.past,an_det,bhréag_noun,",_pun",an_det,leathbhréag_noun,agus_conj,an_det,chaimiléaracht_noun,i_prep,réim_noun,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,<START>_START,Ní_cop,dhéanfar_vb.fut.aut,é_obj,sin_dem,gan_prep,smacht_noun,iomlán_adj,a_eng,bheith_vn,againn_prep,ar_prep,ár_pos,gcúrsaí_noun,féin_adj,",_pun",seachas_adv,bheith_vn,faoi_prep,smacht_noun,Shasana_prop,",_pun",nó_conj,lucht_noun,rachmais_noun,idirnáisiúnta_adj,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,<START>_START,Níl_vb.pres,an_det,ceannaire_noun,úd_dem,ag_prep,imirt_vn,i_prep,lár_noun,na_det,páirce_noun,anois_adv,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,<START>_START,Ach_conj,ní_neg,thomhaistear_noun,mian_noun,a_rel,phobail_noun,de_prep,réir_prep,theoraic_noun,De_prep,Valera_prop,a_rel,thuilleadh_noun,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,<START>_START,Ach_conj,bíonn_vb.preshab,a_pos,ndearcadh_noun,ar_rel,eolas_noun,ón_prep,gcéad_adj,lá_noun,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,<START>_START,Ach_conj,",_pun",ná_conj,bíodh_vb.ord,an_det,náisiún_noun,i_prep,ndeireadh_vb.pasthab,dóchais_noun,",_pun",bíonn_vb.preshab,amhais_noun,le_prep,ceannach_noun,i_prep,gach_qual,tír_noun,ar_rel,domhan_noun,agus_conj,má_sconj,bhíonn_vb.preshab,an_det,tuarastal_noun,ceart_adj,chacfaidís_prep,i_prep,dTobar_prop,Phádraig_prop,duit_prep,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,<START>_START,Sin_dem,coinníoll_noun,amháin_num,",_pun",ach_conj,tá_vb.pres,coinníoll_noun,eile_adj,ann_prep,freisin_adv,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,<START>_START,Ní_cop,mór_adj,dúinn_prep,glacadh_vn,le_prep,polasaithe_noun,na_det,rialtas_noun,i_prep,mBaile_prop,Átha_prop,Cliath_prop,agus_conj,i_prep,Londain_prop,faoi_prep,mar_sconj,tá_vb.pres,siad_sub,agus_conj,le_prep,na_det,fórsaí_noun,polaitiúla_noun,agus_conj,míleata_vn,sa_prep,Tuaisceart_prop,faoi_prep,mar_sconj,tá_vb.pres,siad_sub,freisin_adv,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,<START>_START,Is_cop,é_obj,an_det,chiall_noun,atá_vb.pres,le_prep,condominium_eng,ná_par,comh-fhlaitheas_prop,ag_prep,dhá_num,thír_noun,ar_rel,limistéir_noun,áirithe_adj,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,<START>_START,Dhá_num,dhream_noun,",_pun",dhá_num,",_pun",phobal_noun,stairiúla_prep,",_pun",agus_conj,dílseacht_noun,náisiúnta_adj,dhifriúil_prep,ag_prep,gach_qual,ceann_noun,acu_prep,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,<START>_START,Dá_sconj,bhrí_noun,sin_dem,",_pun",tá_vb.pres,sé_sub,éagórach_adj,",_pun",agus_conj,is_cop,cúis_noun,cheart_adj,a_rel,achrainn_vn,é_obj,",_pun",nach_comp,ligtear_vb.sub.aut,ach_conj,do_prep,phobal_noun,amháin_adv,acu_prep,a_pos,thoil_noun,a_rel,chur_vn,i_prep,bhfeidhm_noun,agus_conj,a_rel,mhian_noun,a_rel,chomhlíonadh_vn,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,<START>_START,Ní_cop,bhíonn_vb.preshab,siad_sub,á_prep,éileamh_vn,seo_dem,ar_rel,son_noun,na_par,gCaitliceach_prop,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,<START>_START,Ach_conj,ní_neg,bhrúfadh_vb.sub,sé_sub,an_det,stádas_noun,ná_conj,an_det,ceangal_vn,sin_dem,ar_prep,an_det,mionlach_noun,nach_comp,bhfuil_vb.pres,á_prep,n-iarraidh_noun,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,<START>_START,Ní_neg,theastaíonn_vb.pres,uathu_prep,ar_prep,an_det,gcéad_adj,dul_vn,síos_adv,dílseacht_noun,na_par,bProtastúnach_prop,a_eng,athrú_vn,ach_conj,a_rel,ndílseacht_vn,náisiúnta_adj,féin_adj,a_eng,dhearbhú_vn,go_par,polaitiúil_adj,:_pun,is_cop,é_obj,sin_dem,",_pun",maireachtáil_noun,mar_conj,shaoránaigh_noun,Éireannacha_adj,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,<START>_START,Déantar_vb.ord.aut,de_prep,Thuaisceart_prop,Éireann_prop,limistéir_noun,tíre_noun,faoi_prep,chomhfhlaitheas_noun,na_par,Ríochta_prop,Aontaithe_prop,agus_sconj,Phoblacht_prop,na_par,hÉireann_prop,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,<START>_START,Leis_prep,an_det,bparlaimint_noun,a_voc,thoghadh_vb.pasthab,tá_vb.pres,dhá_num,",_pun",rolla_END,toghcháin_noun,ann_prep,agus_noun,toghtar_prep,na_det,teachtaí_noun,laistigh_adv,de_prep,gach_qual,náisiúntacht_noun,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,<START>_START,Tá_vb.pres,``_pun,fórsa_noun,slándála_adj,''_pun,ag_prep,an_det,gComhfhlaitheas_prop,",_pun",agus_conj,ainmníonn_rel,rialtais_noun,Londan_prop,agus_sconj,Bhaile_prop,Átha_prop,Cliath_prop,an_det,t-oifigeach_noun,ceannais_noun,gach_qual,re_noun,seach_noun,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,<START>_START,Do_par,'fhéadfadh_vb.past,Westminster_prop,toiliú_vn,Bhaile_prop,Átha_prop,Cliath_prop,fháil_vn,agus_conj,an_det,réiteach_noun,seo_dem,a_rel,chur_vn,i_prep,bhfeidhm_noun,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,<START>_START,Bheadh_vb.con,",_pun",cinnte_adj,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,<START>_START,Ach_conj,ná_par,déanaimis_vb.ord.syn,dearmad_noun,nach_comp,mbeidh_vb.fut,siadsan_sub,sásta_adj,le_prep,socrú_vn,cóir_adj,ar_rel,bith_noun,mar_conj,tá_vb.pres,a_pos,gcuspóir_noun,polaitiúil_adj,féin_adj,éagórach_prep,",_pun",aontaobhach_END,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,<START>_START,Nuair_sconj,fhógrófaí_rel,an_par,Comhfhlaitheas_prop,",_pun",do_prep,'fhógrófaí_noun,freisin_adv,go_comp,raibh_vb.sub,an_det,Phoblacht_prop,lena_prep,héileamh_noun,forlámhais_noun,ar_prep,na_noun,Sé_cop,Condaetha_prop,a_eng,thabhairt_vn,suas_adv,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,<START>_START,O_prep,thaobh_noun,an_det,náisiúin_noun,Éireannaigh_noun,de_prep,",_pun",bheadh_vb.con,sé_sub,``_pun,aontaithe_adj,''_pun,sa_prep,mhéid_noun,go_comp,mbeadh_vb.con,ceangal_vn,polaitiúil_adj,díreach_adj,idir_prep,na_det,daoine_noun,gin_prep,go_par,léir_adj,a_pos,thugann_vb.pres,dílseacht_noun,dó_prep,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,<START>_START,Ach_conj,seo_dem,rud_noun,eile_adj,ba_cop,mhaith_adj,liom_prep,a_eng,rá_vn,faoi_prep,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,<START>_START,Is_cop,é_obj,an_det,fáth_noun,atá_vb.pres,",_pun",le_prep,seo_dem,ná_conj,",_pun",gurb_cop,é_obj,neamhaithint_pun,chearta_adj,náisiúnta_adj,na_par,gCaitliceach_prop,an_det,bhunchúis_noun,atá_vb.pres,le_prep,cogadh_noun,ó_prep,thuaidh_adv,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,<START>_START,Guide_cop,glactha_adj,ag_prep,an_det,cheist_noun,conspóideach_adj,sin_dem,?_pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,<START>_START,Sráid_noun,Uí_prop,Chonaill_prop,?_pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,<START>_START,Ba_cop,'iad_noun,sin_dem,(_pun,i_prep,)_pun,iarracht_noun,a_voc,bhí_vb.past,á_prep,dhéanamh_vn,ag_prep,dream_noun,laistigh_adv,den_prep,eagraíocht_noun,fanacht_vn,saor_adj,ón_prep,smacht_noun,polaitiúil_adj,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,<START>_START,Is_cop,trua_adj,nár_cop,deineadh_vb.past.aut,sin_dem,an_det,t-am_noun,sin_dem,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,<START>_START,Dár_vb.pres,leo_prep,siúd_dem,",_pun",ní_neg,h-é_noun,is_cop,mó_adj,ar_prep,ceart_noun,dúinn_prep,suim_noun,a_rel,chur_vn,ann_prep,a_pos,thuilleadh_noun,go_comp,bhfuil_vb.pres,an_det,oiread_noun,sin_dem,tionchar_noun,ag_prep,RTÉ_prop,ar_prep,an_det,gcúltúr_noun,agus_conj,ar_rel,chúrsaí_noun,reatha_noun,ach_conj,go_comp,bhfuil_vb.pres,an_det,oiread_noun,sin_dem,den_prep,lucht_noun,féachana_noun,beag_adj,beann_noun,ar_prep,RTÉ_prop,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,<START>_START,Nó_conj,an_par,bhfuil_vb.pres,cosaint_noun,Cassius_prop,uathu_prep,?_pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,<START>_START,Bhí_vb.past,feoil_noun,bhreá_noun,róstaithe_prep,",_pun",cístí_noun,milse_noun,agus_conj,gloine_noun,fíona_noun,air_prep,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,<START>_START,Bhí_vb.past,a_pos,cheann_noun,caite_adj,siar_adv,aige_prep,le_prep,mífhoighne_noun,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,<START>_START,Ach_conj,is_cop,cuma_noun,leo_prep,ach_conj,an_det,fháilte_noun,a_voc,bheith_vn,rompu_prep,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,<START>_START,Sea_cop,?_pun,''_pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,<START>_START,Bíonn_vb.preshab,tú_sub,i_prep,gcónaí_noun,mar_conj,sin_dem,nuair_sconj,a_pos,bhíonn_vb.preshab,duine_noun,éigin_adj,ag_prep,teacht_vn,._pun,<END>_END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
